X,Y,CCN,REPORT_DAT,SHIFT,METHOD,OFFENSE,BLOCK,XBLOCK,YBLOCK,WARD,ANC,DISTRICT,PSA,NEIGHBORHOOD_CLUSTER,BLOCK_GROUP,CENSUS_TRACT,VOTING_PRECINCT,LATITUDE,LONGITUDE,BID,START_DATE,END_DATE,OBJECTID,RESPONSE_TIME_MINUTES
395682.579999998,138663.73,24421627,2024-05-09 10:01:16+00:00,MIDNIGHT,OTHERS,THEFT/OTHER,2200 - 2299 BLOCK OF CALIFORNIA STREET NW,395682.58,138663.73,2.0,2D,2.0,208.0,Cluster 1,004100 2,4100.0,Precinct 13,38.9158299269,-77.0497831002,,2024-04-29 15:00:00+00:00,2024-04-30 11:00:00+00:00,606620133,1200.0
396067.329999998,138922.120000001,24009962,2024-01-21 02:59:06+00:00,EVENING,GUN,ROBBERY,1930 - 1999 BLOCK OF COLUMBIA ROAD NW,396067.33,138922.12,1.0,1C,3.0,303.0,Cluster 1,004002 3,4002.0,Precinct 25,38.918159395,-77.0453481241,,2024-01-21 01:55:00+00:00,2024-01-21 01:57:00+00:00,606620134,2.0
397545.340000004,142262.829999998,24012157,2024-01-25 14:48:17+00:00,DAY,OTHERS,THEFT F/AUTO,1200 - 1299 BLOCK OF DECATUR STREET NW,397545.34,142262.83,4.0,4E,4.0,404.0,Cluster 18,002002 1,2002.0,Precinct 54,38.9482588935,-77.0283169512,,2024-01-25 12:42:00+00:00,2024-01-25 13:27:00+00:00,606620135,45.0
397302.280000001,139967.52,24012292,2024-01-25 18:59:50+00:00,DAY,OTHERS,THEFT/OTHER,1300 - 1399 BLOCK OF COLUMBIA ROAD NW,397302.28,139967.52,1.0,1A,3.0,302.0,Cluster 2,003000 2,3000.0,Precinct 36,38.9275813517,-77.0311118663,,2024-01-24 18:43:00+00:00,2024-01-25 02:30:00+00:00,606620136,467.0
396412.810000002,137579.030000001,24062729,2024-04-27 06:55:14+00:00,MIDNIGHT,GUN,ASSAULT W/DANGEROUS WEAPON,1200 - 1219 BLOCK OF CONNECTICUT AVENUE NW,396412.81,137579.03,2.0,2B,2.0,208.0,Cluster 6,010700 2,10700.0,Precinct 17,38.9060618647,-77.0413573339,GOLDEN TRIANGLE,2024-04-27 03:21:00+00:00,2024-04-27 03:45:00+00:00,606620137,24.0
398878.419100001,133272.8301,24063143,2024-04-27 04:00:00+00:00,MIDNIGHT,KNIFE,HOMICIDE,100 - 199 BLOCK OF T STREET SW,398878.419132912,133272.830105108,6.0,6D,1.0,105.0,Cluster 9,006400 2,6400.0,Precinct 127,38.8672765864,-77.012923872,CAPITOL RIVERFRONT,2024-04-27 22:20:00+00:00,2024-04-27 22:40:00+00:00,606620138,20.0
402497.321999997,131749.32,24064434,2024-04-30 13:05:48+00:00,DAY,GUN,ROBBERY,3000 - 3099 BLOCK OF 24TH PLACE SE,402497.321984271,131749.320023694,8.0,8B,7.0,702.0,Cluster 36,007408 2,7408.0,Precinct 115,38.8535493375,-76.9712291246,,2024-04-30 10:15:00+00:00,2024-04-30 10:16:00+00:00,606620139,1.0
402017.670000002,136161.829999998,24155723,2024-10-08 03:48:32+00:00,MIDNIGHT,OTHERS,MOTOR VEHICLE THEFT,1900 - 1999 BLOCK OF C STREET NE,402017.67,136161.83,7.0,7D,5.0,507.0,Cluster 25,007903 1,7903.0,Precinct 80,38.893300223,-76.9767420953,,2024-10-08 02:55:00+00:00,2024-10-08 02:56:00+00:00,606620148,1.0
397831.549999997,137367.920000002,24087121,2024-06-08 21:32:46+00:00,EVENING,OTHERS,THEFT F/AUTO,900 - 999 BLOCK OF L STREET NW,397831.55,137367.92,2.0,2G,3.0,307.0,Cluster 8,004902 3,4902.0,Precinct 129,38.9041647571,-77.0249997696,,2024-06-08 03:50:00+00:00,2024-06-08 14:45:00+00:00,606620149,655.0
401626.530000001,138719.059999999,24090883,2024-06-15 06:52:25+00:00,MIDNIGHT,OTHERS,THEFT F/AUTO,2000 - 2099 BLOCK OF 16TH STREET NE,401626.53,138719.06,1.0,1B,3.0,301.0,Cluster 6,004300 3,4300.0,Precinct 22,38.9163374576,-76.9812447529,,2024-06-15 06:08:00+00:00,2024-06-15 06:30:00+00:00,606620150,22.0
400929.560000002,139738.73,24093294,2024-06-19 17:01:20+00:00,DAY,OTHERS,THEFT/OTHER,1200 - 1299 BLOCK OF FRANKLIN STREET NE,400929.56,139738.73,5.0,5B,5.0,504.0,Cluster 22,009302 1,9302.0,Precinct 73,38.9255239889,-76.9892800174,,2024-05-29 15:47:00+00:00,2024-06-19 15:00:00+00:00,606620151,30193.0
397655.219999999,138713.539999999,24031555,2024-03-01 02:20:59+00:00,EVENING,OTHERS,MOTOR VEHICLE THEFT,1900 - 1999 BLOCK OF 11TH STREET NW,397655.22,138713.54,1.0,1B,3.0,305.0,Cluster 3,004402 2,4402.0,Precinct 22,38.9162861088,-77.0270372492,,2024-02-29 23:37:00+00:00,2024-03-01 00:58:00+00:00,606620152,81.0
400549.43,130954.870000001,24032468,2024-03-02 22:38:51+00:00,EVENING,OTHERS,MOTOR VEHICLE THEFT,800 - 899 BLOCK OF OAK DRIVE SE,400549.43,130954.87,8.0,8C,7.0,703.0,Cluster 43,010400 3,10400.0,Precinct 119,38.8463959591,-76.993670821,,2024-03-02 19:57:00+00:00,2024-03-02 20:49:00+00:00,606620153,52.0
396697.43,137769.260000002,24035949,2024-03-09 05:58:26+00:00,MIDNIGHT,OTHERS,THEFT F/AUTO,1600 - 1699 BLOCK OF MASSACHUSETTS AVENUE NW,396697.43,137769.26,2.0,2B,2.0,208.0,Cluster 6,010700 2,10700.0,Precinct 15,38.907776638,-77.0380768159,,2024-03-09 04:00:00+00:00,2024-03-09 05:40:00+00:00,606620154,100.0
396230.340000004,137120.449999999,24034941,2024-03-07 17:45:47+00:00,DAY,OTHERS,THEFT/OTHER,900 - 999 BLOCK OF 19TH STREET NW,396230.34,137120.45,2.0,2C,2.0,207.0,Cluster 6,010700 1,10700.0,Precinct 17,38.9019300515,-77.0434585449,GOLDEN TRIANGLE,2024-03-04 19:00:00+00:00,2024-03-05 20:00:00+00:00,606620169,1500.0
398758.710000001,145213.059999999,24035753,2024-03-08 22:55:09+00:00,EVENING,OTHERS,THEFT/OTHER,100 - 199 BLOCK OF CARROLL STREET NW,398758.71,145213.06,4.0,4B,4.0,401.0,Cluster 17,001702 2,1702.0,Precinct 63,38.9748378665,-77.014324859,,2024-03-08 22:12:00+00:00,2024-03-08 22:15:00+00:00,606620170,3.0
398274.219999999,138545.75,24036781,2024-03-11 01:57:01+00:00,EVENING,GUN,ROBBERY,1800 - 1841 BLOCK OF 6TH STREET NW,398274.22,138545.75,2.0,2G,3.0,306.0,Cluster 3,004801 2,4801.0,Precinct 21,38.9147760341,-77.0198992467,,2024-03-11 01:10:00+00:00,2024-03-11 01:45:00+00:00,606620171,35.0
399608.607199997,129469.692699999,24036952,2024-03-11 13:21:34+00:00,DAY,OTHERS,THEFT F/AUTO,100 - 199 BLOCK OF XENIA STREET SE,399608.60719759,129469.692725578,8.0,8D,7.0,707.0,Cluster 39,009803 2,9803.0,Precinct 124,38.8330168973,-77.0045078189,,2024-03-11 13:14:00+00:00,2024-03-11 13:16:00+00:00,606620172,2.0
402996.270000003,140986.390000001,24038298,2024-03-13 20:19:09+00:00,EVENING,OTHERS,MOTOR VEHICLE THEFT,3800 - 3809 BLOCK OF EASTERN AVENUE NE,402996.27,140986.39,5.0,5B,5.0,503.0,Cluster 24,009400 3,9400.0,Precinct 69,38.9367586756,-76.9654406123,,2024-03-10 11:00:00+00:00,2024-03-13 18:00:00+00:00,606620173,4740.0
399117.399999999,128601.940000001,24007675,2024-01-16 08:09:22+00:00,MIDNIGHT,OTHERS,MOTOR VEHICLE THEFT,20 - 199 BLOCK OF FORRESTER STREET SW,399117.4,128601.94,8.0,8D,7.0,708.0,Cluster 39,009807 2,9807.0,Precinct 126,38.8251994209,-77.0101641251,,2024-01-16 00:45:00+00:00,2024-01-16 04:35:00+00:00,606620179,230.0
398271.939999998,143290.73,24008657,2024-01-18 12:29:25+00:00,DAY,OTHERS,ROBBERY,5TH STREET NW AND LONGFELLOW STREET NW,398271.93999635,143290.7300184,4.0,4D,4.0,403.0,Cluster 18,002101 1,2101.0,Precinct 58,38.9575202233,-77.0199374857,,2024-01-18 10:20:00+00:00,2024-01-18 11:50:00+00:00,606620180,90.0
400042.310000002,136400.460000001,24123286,2024-08-12 08:36:46+00:00,MIDNIGHT,OTHERS,MOTOR VEHICLE THEFT,400 - 499 BLOCK OF 5TH STREET NE,400042.31,136400.46,6.0,6C,1.0,108.0,Cluster 25,008301 2,8301.0,Precinct 84,38.8954522041,-76.9995122733,,2024-08-12 05:08:00+00:00,2024-08-12 07:45:00+00:00,606620192,157.0
399350.189999998,137708.829999998,24096804,2024-06-25 14:50:40+00:00,DAY,OTHERS,THEFT F/AUTO,1 - 99 BLOCK OF N STREET NE,399350.19,137708.83,6.0,6E,5.0,501.0,Cluster 25,010601 1,10601.0,Precinct 144,38.907238228,-77.0074918952,NOMA,2024-06-25 01:00:00+00:00,2024-06-25 13:30:00+00:00,606620212,750.0
400232.916299999,135255.095600002,24097532,2024-06-27 01:31:59+00:00,EVENING,OTHERS,THEFT/OTHER,600 - 669 BLOCK OF PENNSYLVANIA AVENUE SE,400232.916286169,135255.095578947,6.0,6B,1.0,107.0,Cluster 26,006600 2,6600.0,Precinct 89,38.8851343032,-76.9973154556,CAPITOL HILL,2024-06-26 16:50:00+00:00,2024-06-26 18:00:00+00:00,606620213,70.0
401257.060000002,136507.82,24100435,2024-07-01 16:30:50+00:00,DAY,OTHERS,THEFT F/AUTO,500 - 518 BLOCK OF 14TH STREET NE,401257.06,136507.82,6.0,6A,1.0,104.0,Cluster 25,008001 2,8001.0,Precinct 81,38.8964184444,-76.9855090974,,2024-07-01 15:23:00+00:00,2024-07-01 15:26:00+00:00,606620214,3.0
401230.5,139189.25,24013478,2024-01-27 18:57:21+00:00,DAY,OTHERS,THEFT/OTHER,1326 - 1354 BLOCK OF DOWNING STREET NE,401230.5,139189.25,5.0,5C,5.0,505.0,Cluster 22,009102 3,9102.0,Precinct 72,38.9205737271,-76.9858104662,,2024-01-27 18:15:00+00:00,2024-01-27 18:57:00+00:00,606620215,42.0
396456.219999999,137483.23,24015744,2024-01-31 22:06:19+00:00,EVENING,OTHERS,THEFT/OTHER,1130 - 1199 BLOCK OF CONNECTICUT AVENUE NW,396456.22,137483.23,2.0,2C,2.0,207.0,Cluster 6,010700 1,10700.0,Precinct 17,38.905199041,-77.0408563583,GOLDEN TRIANGLE,2024-01-31 19:58:00+00:00,2024-01-31 21:29:00+00:00,606620216,91.0
395499.25,139592.960000001,24016901,2024-02-02 23:40:02+00:00,EVENING,OTHERS,THEFT/OTHER,2600 - 2649 BLOCK OF CONNECTICUT AVENUE NW,395499.25,139592.96,3.0,3C,2.0,204.0,Cluster 15,000501 1,501.0,Precinct 136,38.9241998122,-77.0519031245,,2024-02-02 22:06:00+00:00,2024-02-02 22:55:00+00:00,606620217,49.0
397003.719999999,138387.859999999,24018211,2024-02-05 16:55:35+00:00,DAY,OTHERS,THEFT F/AUTO,1700 - 1799 BLOCK OF 15TH STREET NW,397003.72,138387.86,2.0,2F,3.0,301.0,Cluster 7,005202 3,5202.0,Precinct 16,38.913350295,-77.0345481602,,2024-02-03 22:00:00+00:00,2024-02-04 14:00:00+00:00,606620218,960.0
399283.189999998,134508.539999999,24019063,2024-02-07 03:10:34+00:00,EVENING,OTHERS,MOTOR VEHICLE THEFT,1 - 49 BLOCK OF K STREET SE,399283.19,134508.54,6.0,8F,1.0,106.0,Cluster 27,007202 2,7202.0,Precinct 131,38.87840878,-77.0082610235,CAPITOL RIVERFRONT,2024-02-06 21:57:00+00:00,2024-02-06 23:40:00+00:00,606620219,103.0
399586.350000001,141799.34,24034971,2024-03-07 15:18:34+00:00,DAY,OTHERS,THEFT F/AUTO,100 - 199 BLOCK OF WEBSTER STREET NE,399586.35,141799.34,5.0,5A,4.0,405.0,Cluster 19,009510 3,9510.0,Precinct 44,38.9440869775,-77.004771586,,2024-03-04 02:30:00+00:00,2024-03-04 12:00:00+00:00,606620232,570.0
400232.916299999,135255.095600002,24036176,2024-03-09 19:52:35+00:00,DAY,OTHERS,THEFT/OTHER,600 - 669 BLOCK OF PENNSYLVANIA AVENUE SE,400232.916286169,135255.095578947,6.0,6B,1.0,107.0,Cluster 26,006500 1,6500.0,Precinct 89,38.8851343032,-76.9973154556,CAPITOL HILL,2024-03-09 19:26:00+00:00,2024-03-09 19:47:00+00:00,606620233,21.0
398745.909999996,138752.280000001,24038351,2024-03-14 00:22:46+00:00,EVENING,OTHERS,THEFT/OTHER,1923 - 1999 BLOCK OF 2ND STREET NW,398745.91,138752.28,1.0,1B,3.0,306.0,Cluster 3,003400 1,3400.0,Precinct 20,38.9166373247,-77.0144607641,,2024-03-13 00:00:00+00:00,2024-03-13 12:30:00+00:00,606620234,750.0
398351.100000001,141157.809999999,24038653,2024-03-14 12:15:17+00:00,DAY,OTHERS,THEFT/OTHER,3800 - 3899 BLOCK OF 5TH STREET NW,398351.1,141157.81,4.0,4C,4.0,407.0,Cluster 18,002400 1,2400.0,Precinct 45,38.9383064395,-77.0190190505,,2024-03-14 00:30:00+00:00,2024-03-14 04:00:00+00:00,606620235,210.0
397966.719999999,138877.34,24141886,2024-09-14 12:44:02+00:00,DAY,GUN,ROBBERY,800 - 899 BLOCK OF V STREET NW,397966.72,138877.34,1.0,1B,3.0,305.0,Cluster 3,003500 3,3500.0,Precinct 37,38.9177624492,-77.0234458823,,2024-09-14 11:15:00+00:00,2024-09-14 12:40:00+00:00,606620237,85.0
398010.079999998,138818.940000001,24141913,2024-09-15 15:42:34+00:00,DAY,OTHERS,THEFT/OTHER,2000 - 2099 BLOCK OF 8TH STREET NW,398010.08,138818.94,1.0,1B,3.0,305.0,Cluster 3,003500 3,3500.0,Precinct 37,38.917236462,-77.0229457261,,2024-09-14 13:37:00+00:00,2024-09-14 13:56:00+00:00,606620238,19.0
400643.560000002,138931.920000002,24143007,2024-09-16 16:11:26+00:00,DAY,OTHERS,THEFT/OTHER,901 - 1098 BLOCK OF BRENTWOOD ROAD NE,400643.56,138931.92,5.0,5C,5.0,505.0,Cluster 22,009102 4,9102.0,Precinct 72,38.9182562402,-76.992579017,,2024-09-16 15:05:00+00:00,2024-09-16 15:27:00+00:00,606620239,22.0
403630.390299998,135528.8101,24050840,2024-04-05 19:25:38+00:00,EVENING,OTHERS,THEFT/OTHER,3300 - 3399 BLOCK OF B STREET SE,403630.390337322,135528.810075201,7.0,7F,6.0,603.0,Cluster 32,007708 1,7708.0,Precinct 132,38.8875925629,-76.9581554368,,2024-04-05 18:12:00+00:00,2024-04-05 18:12:00+00:00,606620240,0.0
396692.799999997,141377.16,24052595,2024-04-09 01:48:44+00:00,EVENING,OTHERS,THEFT/OTHER,4000 - 4099 BLOCK OF 17TH STREET NW,396692.8,141377.16,4.0,4E,4.0,404.0,Cluster 18,002600 1,2600.0,Precinct 47,38.9402777311,-77.0381475798,,2024-04-08 22:25:00+00:00,2024-04-08 22:55:00+00:00,606620241,30.0
399489.600000001,137576.25,24052885,2024-04-09 14:18:15+00:00,DAY,OTHERS,THEFT/OTHER,1200 - 1229 BLOCK OF 1ST STREET NE,399489.6,137576.25,6.0,6E,5.0,501.0,Cluster 25,010601 1,10601.0,Precinct 144,38.9060439932,-77.0058844882,NOMA,2024-04-09 13:28:00+00:00,2024-04-09 13:33:00+00:00,606620242,5.0
402817.799999997,132471.609999999,24021140,2024-02-10 15:43:54+00:00,DAY,OTHERS,THEFT/OTHER,2721 - 2899 BLOCK OF MARION BARRY AVENUE SE,402817.8,132471.61,7.0,7B,6.0,606.0,Cluster 35,007604 3,7604.0,Precinct 113,38.8600550644,-76.9675340373,,2024-02-10 14:42:00+00:00,2024-02-10 15:11:00+00:00,606620243,29.0
396455.479999997,139555.850000001,24022148,2024-02-12 16:25:56+00:00,DAY,KNIFE,ASSAULT W/DANGEROUS WEAPON,1737 - 1776 BLOCK OF COLUMBIA ROAD NW,396455.48,139555.85,1.0,1C,3.0,303.0,Cluster 1,003901 2,3901.0,Precinct 35,38.9238698908,-77.0408755892,ADAMS MORGAN,2024-02-12 15:30:00+00:00,2024-02-12 16:15:00+00:00,606620244,45.0
400121.380000003,137998.899999999,24024938,2024-02-17 22:06:03+00:00,EVENING,OTHERS,MOTOR VEHICLE THEFT,1300 - 1399 BLOCK OF 4TH STREET NE,400121.38,137998.9,5.0,5D,5.0,501.0,Cluster 23,008803 2,8803.0,Precinct 76,38.9098515103,-76.9986005147,,2024-02-17 17:10:00+00:00,2024-02-17 17:40:00+00:00,606620245,30.0
398186.630000003,137367.899999999,24025075,2024-02-17 22:49:58+00:00,EVENING,OTHERS,THEFT F/AUTO,600 - 699 BLOCK OF L STREET NW,398186.63,137367.9,2.0,2G,3.0,308.0,Cluster 8,004802 2,4802.0,Precinct 18,38.9041653812,-77.0209061,,2024-02-17 18:50:00+00:00,2024-02-17 21:50:00+00:00,606620246,180.0
406438.798199996,135644.4595,24025558,2024-02-18 22:10:42+00:00,EVENING,OTHERS,THEFT/OTHER,1 - 99 BLOCK OF 53RD STREET SE,406438.798243928,135644.459451309,7.0,7C,6.0,604.0,Cluster 33,009903 2,9903.0,Precinct 104,38.8886182938,-76.9257841254,,2024-02-14 22:01:00+00:00,2024-02-18 22:02:00+00:00,606620247,5761.0
391726.399999999,138717.199999999,24028033,2024-02-23 13:19:23+00:00,DAY,OTHERS,MOTOR VEHICLE THEFT,4812 - 4859 BLOCK OF MACARTHUR BOULEVARD NW,391726.4,138717.2,3.0,3D,2.0,205.0,Cluster 13,000804 2,804.0,Precinct 8,38.9162832626,-77.0954014505,,2024-02-22 21:30:00+00:00,2024-02-23 12:30:00+00:00,606620248,900.0
398099.130000003,138551.789999999,24054081,2024-04-11 14:23:02+00:00,DAY,OTHERS,ROBBERY,1800 - 1899 BLOCK OF 7TH STREET NW,398099.13,138551.79,1.0,1B,3.0,305.0,Cluster 3,004402 2,4402.0,Precinct 137,38.9148300832,-77.0219181528,,2024-04-11 12:50:00+00:00,2024-04-11 13:44:00+00:00,606620413,54.0
403516.7245,133455.8127,24135142,2024-09-02 14:47:42+00:00,DAY,OTHERS,THEFT/OTHER,3200 - 3299 BLOCK OF PENNSYLVANIA AVENUE SE,403516.724545217,133455.812729278,7.0,7B,6.0,605.0,Cluster 34,009901 2,9901.0,Precinct 109,38.8689186523,-76.9594761766,,2024-09-02 12:09:00+00:00,2024-09-02 13:09:00+00:00,606620437,60.0
395984.380000003,138616.920000002,24150832,2024-09-29 16:30:35+00:00,DAY,OTHERS,THEFT/OTHER,1811 - 1899 BLOCK OF CONNECTICUT AVENUE NW,395984.38,138616.92,1.0,1C,3.0,303.0,Cluster 1,004002 3,4002.0,Precinct 25,38.9154096776,-77.046302846,DUPONT CIRCLE,2024-09-29 14:36:00+00:00,2024-09-29 16:03:00+00:00,606620458,87.0
402466.060000002,139176.640000001,24151142,2024-09-30 07:04:28+00:00,MIDNIGHT,OTHERS,THEFT F/AUTO,2100 - 2199 BLOCK OF 24TH PLACE NE,402466.06,139176.64,5.0,5C,5.0,503.0,Cluster 22,011100 1,11100.0,Precinct 71,38.9204575335,-76.971562629,,2024-09-30 03:44:00+00:00,2024-09-30 04:34:00+00:00,606620459,50.0
396585.789999999,140700.190000001,24130395,2024-08-24 19:44:07+00:00,EVENING,OTHERS,MOTOR VEHICLE THEFT,1700 - 1737 BLOCK OF NEWTON STREET NW,396585.79,140700.19,1.0,1D,3.0,302.0,Cluster 2,002703 2,2703.0,Precinct 40,38.9341789758,-77.0393785402,,2024-08-24 02:05:00+00:00,2024-08-24 02:30:00+00:00,606620476,25.0
399759.619999997,139012.82,24132309,2024-08-28 03:15:28+00:00,MIDNIGHT,OTHERS,THEFT/OTHER,200 - 299 BLOCK OF RHODE ISLAND AVENUE NE,399759.62,139012.82,5.0,5F,5.0,502.0,Cluster 21,009203 2,9203.0,Precinct 74,38.9189852167,-77.0027718847,,2024-08-27 11:00:00+00:00,2024-08-27 22:00:00+00:00,606620477,660.0
401701.350000001,136862.760000002,24085083,2024-06-05 14:50:26+00:00,DAY,OTHERS,THEFT/OTHER,1516 - 1699 BLOCK OF BENNING ROAD NE,401701.35,136862.76,5.0,5D,5.0,507.0,Cluster 23,008904 1,8904.0,Precinct 79,38.8996151246,-76.9803866148,,2024-06-05 14:37:00+00:00,2024-06-05 14:48:00+00:00,606620478,11.0
406335.3508,135376.798799999,24086350,2024-06-07 15:38:08+00:00,DAY,OTHERS,THEFT F/AUTO,5100 - 5299 BLOCK OF B STREET SE,406335.350787832,135376.79881106,7.0,7E,6.0,604.0,Cluster 33,009905 1,9905.0,Precinct 104,38.8862078577,-76.9269789648,,2024-06-07 07:00:00+00:00,2024-06-07 10:45:00+00:00,606620479,225.0
397162.060000002,140182.43,24087528,2024-06-09 20:30:36+00:00,EVENING,OTHERS,THEFT/OTHER,3100 - 3299 BLOCK OF 14TH STREET NW,397162.06,140182.43,1.0,1A,3.0,302.0,Cluster 2,002802 1,2802.0,Precinct 39,38.9295168861,-77.0327298633,,2024-06-08 21:15:00+00:00,2024-06-09 15:05:00+00:00,606620480,1070.0
397529.439999998,140644.440000001,24078695,2024-05-25 16:55:29+00:00,DAY,OTHERS,MOTOR VEHICLE THEFT,3500 - 3599 BLOCK OF 11TH STREET NW,397529.44,140644.44,1.0,1A,4.0,408.0,Cluster 2,002900 1,2900.0,Precinct 42,38.9336799231,-77.028494546,,2024-05-25 15:42:00+00:00,2024-05-25 16:55:00+00:00,606620505,73.0
396213.280000001,138730.100000001,24081016,2024-05-29 16:47:16+00:00,DAY,OTHERS,THEFT F/AUTO,1909 - 1999 BLOCK OF 19TH STREET NW,396213.28,138730.1,1.0,1C,3.0,303.0,Cluster 1,004002 2,4002.0,Precinct 25,38.9164302567,-77.0436640971,,2024-05-29 13:30:00+00:00,2024-05-29 14:59:00+00:00,606620507,89.0
396031.25,138065.800000001,24106418,2024-07-12 00:52:46+00:00,EVENING,OTHERS,THEFT/OTHER,2000 - 2099 BLOCK OF MASSACHUSETTS AVENUE NW,396031.25,138065.8,2.0,2B,2.0,208.0,Cluster 6,005502 1,5502.0,Precinct 14,38.9104452163,-77.0457592176,DUPONT CIRCLE,2024-07-11 15:15:00+00:00,2024-07-11 19:54:00+00:00,606620517,279.0
397746.310000002,137620.629999999,24109478,2024-07-17 16:20:31+00:00,DAY,OTHERS,ROBBERY,1200 - 1299 BLOCK OF 10TH STREET NW,397746.31,137620.63,2.0,2G,3.0,307.0,Cluster 7,004902 2,4902.0,Precinct 129,38.9064410427,-77.0259833194,,2024-07-17 14:20:00+00:00,2024-07-17 14:30:00+00:00,606620518,10.0
398749.770000003,137622.559999999,24112239,2024-07-22 20:44:56+00:00,EVENING,OTHERS,BURGLARY,200 - 299 BLOCK OF MORGAN STREET NW,398749.77,137622.56,5.0,5E,3.0,308.0,Cluster 21,004600 2,4600.0,Precinct 1,38.9064604289,-77.014414198,,2024-07-22 11:58:00+00:00,2024-07-22 18:34:00+00:00,606620519,396.0
399352.488799997,134192.1699,24112290,2024-07-23 10:48:41+00:00,MIDNIGHT,OTHERS,MOTOR VEHICLE THEFT,1200 - 1299 BLOCK OF HALF STREET SE,399352.488797352,134192.169945961,8.0,8F,1.0,106.0,Cluster 27,007201 1,7201.0,Precinct 131,38.8755588474,-77.0074620773,CAPITOL RIVERFRONT,2024-07-22 16:27:00+00:00,2024-07-22 16:29:00+00:00,606620520,2.0
397612.299999997,144311.09,24008836,2024-01-18 18:48:48+00:00,DAY,OTHERS,THEFT F/AUTO,6300 - 6399 BLOCK OF GEORGIA AVENUE NW,397612.3,144311.09,4.0,4A,4.0,402.0,Cluster 17,001804 2,1804.0,Precinct 60,38.9667103382,-77.0275516322,,2024-01-18 16:00:00+00:00,2024-01-18 17:23:00+00:00,606620527,83.0
400232.916299999,135255.095600002,24423061,2024-09-04 20:01:38+00:00,EVENING,OTHERS,THEFT/OTHER,600 - 669 BLOCK OF PENNSYLVANIA AVENUE SE,400232.916286169,135255.095578947,6.0,6B,4.0,,Cluster 26,006500 1,6500.0,Precinct 89,38.8851343032,-76.9973154556,CAPITOL HILL,2024-08-16 21:13:00+00:00,2024-08-16 21:13:00+00:00,606620531,0.0
396544.240000002,138793.640000001,24423112,2024-09-12 16:01:55+00:00,DAY,OTHERS,THEFT/OTHER,1700 - 1780 BLOCK OF U STREET NW,396544.24,138793.64,2.0,2B,3.0,301.0,Cluster 6,004201 2,4201.0,Precinct 141,38.9170040097,-77.0398481676,,2024-08-17 00:45:00+00:00,2024-08-21 00:45:00+00:00,606620532,5760.0
401498.969999999,138734.57,24423620,2024-10-10 20:42:44+00:00,EVENING,OTHERS,THEFT/OTHER,1500 - 1599 BLOCK OF NEW YORK AVENUE NE,401498.97,138734.57,5.0,5D,5.0,506.0,Cluster 23,008803 1,8803.0,Precinct 76,38.9164774036,-76.9827155922,,2024-09-21 17:53:00+00:00,2024-09-21 17:59:00+00:00,606620533,6.0
398638.799999997,136933.48,24155451,2024-10-08 05:11:12+00:00,MIDNIGHT,OTHERS,THEFT F/AUTO,300 - 319 BLOCK OF H STREET NW,398638.8,136933.48,6.0,6E,1.0,101.0,Cluster 8,004702 2,4702.0,Precinct 1,38.9002527882,-77.0156922318,MOUNT VERNON TRIANGLE CID,2024-10-07 18:26:00+00:00,2024-10-07 19:59:00+00:00,606620534,93.0
401605.754900001,135000.201400001,24422929,2024-08-20 12:42:01+00:00,DAY,OTHERS,THEFT/OTHER,1600 - 1699 BLOCK OF E STREET SE,401605.754879443,135000.201434711,7.0,7D,1.0,107.0,Cluster 26,006802 2,6802.0,Precinct 91,38.8828366834,-76.9814930008,,2024-08-10 06:51:00+00:00,2024-08-10 18:52:00+00:00,606620538,721.0
399831.314999998,128349.556299999,24076425,2024-05-22 02:20:14+00:00,EVENING,OTHERS,THEFT/OTHER,4600 - 4699 BLOCK OF LIVINGSTON ROAD SE,399831.315005796,128349.556276539,8.0,8E,7.0,708.0,Cluster 39,009811 1,9811.0,Precinct 125,38.8229262554,-77.0019425343,,2024-05-21 21:26:00+00:00,2024-05-22 00:33:00+00:00,606620539,187.0
397082.7689,137185.379000001,24077321,2024-05-23 07:50:41+00:00,MIDNIGHT,OTHERS,THEFT F/AUTO,15TH STREET NW AND K STREET NW,397082.76892325,137185.37897274,2.0,2C,2.0,207.0,Cluster 8,010100 3,10100.0,Precinct 129,38.902518197,-77.0336315904,DOWNTOWN,2024-05-23 02:00:00+00:00,2024-05-23 06:00:00+00:00,606620540,240.0
399650.130000003,134411.010000002,24077522,2024-05-23 16:55:46+00:00,DAY,OTHERS,THEFT F/AUTO,140 - 199 BLOCK OF L STREET SE,399650.13,134411.01,8.0,8F,1.0,106.0,Cluster 27,007203 4,7203.0,Precinct 131,38.8775304139,-77.0040320988,CAPITOL RIVERFRONT,2024-05-23 13:40:00+00:00,2024-05-23 15:15:00+00:00,606620541,95.0
400743.100000001,129808.449999999,24077958,2024-05-24 10:35:02+00:00,MIDNIGHT,OTHERS,BURGLARY,3900 - 3999 BLOCK OF COLE BOULEVARD SE,400743.1,129808.45,8.0,8E,7.0,706.0,Cluster 39,009700 3,9700.0,Precinct 121,38.8360683513,-76.9914410705,,2024-05-24 06:52:00+00:00,2024-05-24 08:00:00+00:00,606620542,68.0
